#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,app
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:24:00Z,123,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:27:00Z,32,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:28:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:29:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:30:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:31:00Z,25.941176470588236,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:32:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:33:00Z,25.88235294117647,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:34:00Z,31.88888888888889,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:35:00Z,25.058823529411764,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:36:00Z,26.444444444444443,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:37:00Z,25.529411764705884,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:38:00Z,26.294117647058822,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:39:00Z,26.444444444444443,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:40:00Z,25.823529411764707,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:41:00Z,25.11764705882353,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:42:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:43:00Z,25.41176470588235,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:44:00Z,25.41176470588235,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:45:00Z,27.22222222222222,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:46:00Z,26.235294117647058,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:47:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:48:00Z,26.058823529411764,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:49:00Z,25.27777777777778,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:50:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:51:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:52:00Z,26.235294117647058,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:53:00Z,26.11111111111111,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:54:00Z,25.41176470588235,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:55:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:56:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:57:00Z,25.235294117647058,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:58:00Z,25.176470588235293,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-15T23:59:00Z,26.333333333333332,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:00:00Z,25.705882352941178,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:01:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:02:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:03:00Z,25.38888888888889,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:04:00Z,25.941176470588236,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:05:00Z,25.529411764705884,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:06:00Z,25.058823529411764,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:07:00Z,25.176470588235293,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:08:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:09:00Z,25.11111111111111,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:10:00Z,25.470588235294116,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:11:00Z,25.823529411764707,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:12:00Z,25.705882352941178,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:13:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:14:00Z,25.11764705882353,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:15:00Z,26.352941176470587,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:16:00Z,25.941176470588236,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:17:00Z,25.22222222222222,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:18:00Z,25.176470588235293,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:19:00Z,25.294117647058822,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:20:00Z,25.764705882352942,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:21:00Z,25.176470588235293,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:22:00Z,25.166666666666668,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:23:00Z,25.058823529411764,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:24:00Z,25.529411764705884,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:25:00Z,25.41176470588235,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:26:00Z,30,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:27:00Z,25.352941176470587,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:28:00Z,25.4375,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:29:00Z,25.27777777777778,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:30:00Z,25.176470588235293,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:31:00Z,25.176470588235293,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:32:00Z,25.470588235294116,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:33:00Z,24.61111111111111,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:34:00Z,24.235294117647058,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:35:00Z,24,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:36:00Z,24,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:37:00Z,24,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:38:00Z,24,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:39:00Z,24.647058823529413,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:40:00Z,25.529411764705884,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:41:00Z,25.833333333333332,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:42:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:43:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:44:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:45:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:46:00Z,25,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:47:00Z,25.4375,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:48:00Z,26.176470588235293,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:49:00Z,25.88235294117647,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:50:00Z,26.294117647058822,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:51:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:52:00Z,26.38888888888889,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:53:00Z,26.41176470588235,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:54:00Z,26.235294117647058,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:55:00Z,26.11764705882353,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:56:00Z,25.72222222222222,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:57:00Z,26.352941176470587,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:58:00Z,25.529411764705884,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T00:59:00Z,25.11764705882353,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:00:00Z,25.823529411764707,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:01:00Z,26.27777777777778,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:02:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:03:00Z,26.27777777777778,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:04:00Z,26.235294117647058,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:05:00Z,26.235294117647058,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:06:00Z,26.58823529411765,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:07:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:08:00Z,26.470588235294116,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:09:00Z,26.58823529411765,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:10:00Z,26.5,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:11:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:12:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:13:00Z,27.0625,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:14:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:15:00Z,27.11764705882353,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:16:00Z,27.176470588235293,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:17:00Z,27.294117647058822,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:18:00Z,28,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:19:00Z,28.352941176470587,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:20:00Z,28.294117647058822,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:21:00Z,27.555555555555557,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:22:00Z,27.88235294117647,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:23:00Z,27.235294117647058,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:24:00Z,100,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:25:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:26:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:27:00Z,27.842105263157894,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:28:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:29:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:30:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:31:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:32:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:33:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:34:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:35:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:36:00Z,27.176470588235293,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:37:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:38:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:39:00Z,31.666666666666668,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:40:00Z,36.294117647058826,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:41:00Z,28,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:42:00Z,27.055555555555557,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:43:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:44:00Z,37.470588235294116,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:45:00Z,28.333333333333332,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:46:00Z,27.058823529411764,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:47:00Z,27.142857142857142,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:48:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:49:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:50:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:51:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:52:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:53:00Z,26.941176470588236,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:54:00Z,30.352941176470587,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:55:00Z,41.22222222222222,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:56:00Z,31.88235294117647,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:57:00Z,31.444444444444443,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:58:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T01:59:00Z,27,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:00:00Z,26.352941176470587,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:01:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:02:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:03:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:04:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:05:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:06:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:07:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:08:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:09:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:10:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:11:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:12:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:13:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:14:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:15:00Z,26,value,qparams,db_api
,,0,2024-12-15T23:20:41.163877974Z,2024-12-16T02:20:41.163877974Z,2024-12-16T02:16:00Z,26,value,qparams,db_api

